Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,and,all,love,just,drunk,is,am,as,at,have,in,go,still,your,for,that,when,to,got,you,was,be,we,do,get,fuck,not,amp,with,he,a,on,last,like,of,up,this,night,the,think,are
 oh 100 Ive blackout drunk passed out at a festival and my instincts were so strong I held my bag close to my chest cuz I,True,0.033333333,-0.03,0.87,@GGChr1sCr0ss oh 100%. I've black-out drunk passed out at a festival and my instincts were so strong I held my bag close to my chest cuz I,,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Im still getting drunk as fuck at shannon and the clams because just because no questions Its done,True,0.45,-0.45,0.8,I'm still getting drunk as fuck at shannon and the clams because just because. no questions. It's done.,,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
 so true I was drunk when I tweeted that lol,True,0.21666666699999998,0.22,0.78,@jspizzlyafizzl so true... I was drunk when I tweeted that lol,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Last night I recall that pictures were not loading on Twitter but now Im not sure if thats true or if I was just really drunk,True,0.1,-0.1,0.65,Last night I recall that pictures were not loading on Twitter but now I'm not sure if that's true or if I was just really drunk,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
 Drunk Zecois always thinks its a great idea ,True,0.016666667,0.02,0.92,@ilzemeri_ Drunk Zecois always thinks it's a great idea. :/,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
How the fuck am I still drunk,True,0.45,-0.45,0.8,How the fuck am I still drunk,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I plant on getting drunk this weekend,True,0.5,-0.5,1.0,I plant on getting drunk this weekend,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
I actually cant wait for Saturday Not the getting up early part but Defos the ending up really drunk part ,True,0.133333333,-0.13,0.47,I actually can't wait for Saturday. Not the getting up early part but Defos the ending up really drunk part 😍😍😍,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Drinking IPAs has made me realize I like getting beer drunk,True,0.5,-0.5,1.0,Drinking IPA's has made me realize I like getting beer drunk,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Im drunk,True,0.5,-0.5,1.0,I'm drunk,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Good morning so I dreamed that I was watching South Park till 325 am while beeing drunk What,True,0.1,0.1,0.8,"Good morning  so I dreamed that I was watching South Park till 3:25 am while beeing drunk. 
What?",,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I was so drunk I was talking to a duck at 3 am ,True,0.5,-0.5,1.0,"""I was so drunk I was talking to a duck at 3 am """,,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Why are people so much cooler when Im drunk,True,0.15,-0.15,0.6,Why are people so much cooler when I'm drunk,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
 yes remember we was drunk ,True,0.5,-0.5,1.0,@Lulkyn_ yes remember we was drunk 😂😂😂😂💀,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
This weekend go bowling get drunk clean up amp nail salon goals,True,0.066666667,-0.07,0.85,This weekend: go bowling  get drunk  clean up  &amp; nail salon. #goals,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
I dont know whether I was drunk or tired but I cant remember posting my snapchats,True,0.45,-0.45,0.85,I don't know whether I was drunk or tired but I can't remember posting my snapchats,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fall means instead of getting drunk outside in the grass Im getting drunk inside on the floor,True,0.333333333,-0.33,0.68,Fall means instead of getting drunk outside in the grass  I'm getting drunk inside on the floor,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Im like 45  drunk 50 working all the time and 5 horny,True,0.5,-0.5,1.0,I'm like 45 % drunk 50% working all the time and 5% horny,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
I makeout with Allen when Im drunk apparently okay,True,0.0,0.0,0.75,"I makeout with Allen when I'm drunk apparently 
okay",,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
America  I actually want this,True,0.0,0.0,0.1,@Drunk_America @schmidty413 I actually want this,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
barbara correction I been drunk since yesterday,True,0.5,-0.5,1.0,@josey_barbara correction. I been drunk since yesterday,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Im so drunk rn honestly I think I stab mini me over shay,True,0.05,0.05,0.95,I'm so drunk rn honestly I think I stab mini me over shay,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
and i fell asleep at 4 am Besides the night before i went out and i was kinda drunk so i slept nothing too,True,0.5,-0.5,1.0,and i fell asleep at 4 am! Besides the night before i went out and i was kinda drunk so i slept nothing too,,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
