sentiment_polarity,sentiment_subjectivity,absPolarity,Clean tweet,L
-0.05,1,0.05, seriously fuck you for making me finish drunk words because it was the most painful stressful yet beautiful story,
-0.25,0.57,0.25,Swear I wont be as drunk tomorrow as I was last Thursday,
-0.5,0.56,0.5,Im trying get drunk and milly Rock my life away this weekend,
-0.35,1,0.35,Boston needs a Drunk Pictionary Night I think that shit would be a hit son,
0.8,1,0.8,OffMilk because you sat at the lunch table lol,
-0.14,0.55,0.136904762,I just firsthand witnessed a car crash due to a drunk driver Everyone please be smart and dont drink and drive,
-0.63,1,0.625,He was drunkHes always drunk,
-0.38,0.57,0.375,  on second thought it just looks like a really drunk you U Locked out of your account one random drunk night,
-0.5,1,0.5,I also got so drunk I lost my phone somewhere in montreal so if im not answerings thats why pissed,
-0.5,0.55,0.5,Cannot wait to show the drunk texts Aled has sent me to him tomorrow steaming,
-0.5,0.55,0.5,drunk on your love brett eldredge,
-0.5,0.76,0.5,my cousin keeps sending me NYE plans for yachts nshit  bih im not paying 200 to get drunk and fall into the water and drown,
-0.02,1,0.023579545,Was at the Pistons game last night and enjoyed the best part of live sports Yelling at the other team with drunk idiots LebronWearsCrocs,
0,1,0,sent doobie amp darius a sneak peek of my White Iverson freestyle ,
-0.5,0.55,0.5,I know that Im drunk but Ill say the words and hell listen this time even though theyre slurred,
-0.5,0.58,0.5,Why is my bedroom bang in front of the Union I swear hearing shitty chanting off drunk people is a nightly occurrence,
-0.33,0.68,0.327777778, didnt ppl do this on trains too Whiskey train sloshing down the track whiskey train Ill get drunk when u come back,
0,0.53,0,Tells my sis Im gonna help  with a projectObservation How many big willies does it take for us to get drunk Conclusion 2,
-0.5,0.83,0.5,giiia  they telll me that you came home drunk and Im like  oh my lord I cant believe she did that,
-0.5,1,0.5,I just wanna get drunk and play with puppies,
-0.5,0.63,0.5,Bruh who is this Moderation person people keep telling me to drink with lololol moderation drink drank drunk,
0.25,0.58,0.25,Just saw a man in a Glasgow Rangers top walking up Collins Street Intriguingly he wasnt visibly drunk  a good effort considering the time,
-0.14,0.68,0.1375, long story short Im leaving uni amp going somewhere else next year amp theres stuff going On with fam and Im drunk so feeling emosh,
-0.25,0.58,0.25,Let go of that time you got drunk and begged him to come back when you thought you could no longer bear it without him,
0.1,0.65,0.1,amy  Whats clonmel Do you want some good music for when youre drunk,
-0.37,0,0.366233766,partition live is so bad dreadful and boring  Drunk in love comes in a close second,
-0.5,0.53,0.5,Drunk on a Wednesday Why not,
-0.5,0.79,0.5,I was just drunk for 3 weeks thats all,
-0.25,1,0.25,I was so drunk earlier but it wore off and Im a child of God again,
-0.57,0.58,0.575,Yall im drunk and very sad,
0.5,0.8,0.5, think many of us feared when he was still a kid hed finish washed updrunk in a ditchNoone couldve foreseen this horror,
0.2,1,0.2,Drunk Girls Get Surprised With Puppies is the best film ever produced in history,
-0.5,1,0.5,Man Im not even that drunk These typos,
-0.5,0.53,0.5,Drunk and watching jeopardyLOL at my life,
-0.13,0,0.133333333, drunk a lil to much last night and got busy asf as soon as I woke up,
-0.5,0.87,0.5,Smoke weed get drunk,
-0.5,0.8,0.5,Yall Courtney drunk ,
-0.45,1,0.45,fuck drunk people,
-0.5,1,0.5,joey scoopin me at 9 so i can get drunk and play with guns and swords at my house yall know me SQUADED UP BITCH ILL KILL YO MOMMA,
-0.5,0.72,0.5,take me drunk Im home,
-0.43,1,0.433333333,I dont get why people find drunk texts annoying youre the person theyre thinking of when their brain cant even function properly,
-0.15,0.53,0.15,i get too drunk too fast,
0,0.57,0, Adorable tiny drunk hiccups need a nap,
-0.13,0.74,0.125,Jennifer Lawrence On Filming First Sex Scene With Chris Pratt I Got Really Really Drunk JenniferLawrences nerves may have gott,
-0.45,0.83,0.45,We should just get drunk and fuck,
-0.5,1,0.5,Just wanna get drunk and forget all my problems,
0,1,0,thats my favorite knockout nigga got up did an extra kick and fell like he was drunk Im still laughing son,
-0.5,1,0.5,   is that not me when Im drunk and dancing orrrrr what,
-0.5,1,0.5,Why are me and lia drunk  the cinema ,
-0.5,0.72,0.5,I am Drunk,
-0.5,0.82,0.5, Me Im just a drunk,
-0.5,0.67,0.5,Why is Taylor tryna equate me being drunk rolling on her floor to Fridays activities ,
-0.5,1,0.5, LMFAO you drunk,
-0.23,0.62,0.225,When you end up with friends getting drunk O,
-0.2,0.65,0.2,47 year old woman Lynn Ann Michel accused of driving drunk and killing 38 sheep in the road in Rio Grande County has been arrested,
0,0.85,0,essieee yea ard I was bae  until I got transferred,
-0.5,0.84,0.5,Cant stand a drunk person who rambles on amp on amp on ,
-0.5,sentiment_subjectivity,0.5,I think we need you to get drunk,
-0.13,0.9,0.125,  ollerton They look pretty drunk at that point,
-0.1,0.9,0.1,SO WHAT WE GET DRUNK SO WHAT WE SMOKE WEED WE JUST HAVING FUN WE DONT CARE WHO SEES,
-0.07,1,0.066666667,orjayShhhDont talk to meI need a penCant forgetAgainIm so drunkIn poetryBrain humpsW every wordampAlmost rhymesShit2 many lines,
0,0.63,0,my grandmaw said she needs to get drunk Oh ok ,
-0.25,1,0.25,i had court this morning but i got drunk last night and just woke up i thought it was this morning,
-0.24,0.77,0.238095238,I wanna be drunk when I wake upon the right side of the wrong bed,
0,0.61,0, thats the type of song to play when you highdrunk,
0.23,1,0.233333333,get drunk on the good life ,
-0.03,0.75,0.033333333,Kate is drunk at work and Im on my break this is a shit show lmao,
-0.5,0.9,0.5,When someone asks me do you even remember what happened while you were drunk ItNeverHappened,
0.08,1,0.083333333,Pretty sure I got drunk with my eye doctor this weekend IU,
-0.5,0.8,0.5,Kids dont lie neither do drunk people,
-0.5,0.68,0.5,Just had my friend call me in tears as she was walking home drunk,
-0.5,0.82,0.5,  might take you up on that its not rly christmas until someones drunk is it,
-0.1,0.61,0.103515625,Was so drunk I didnt even eat the deli sandwich I bought last night and now I have one for when I get drunk tonight Im so excited ,
0.25,1,0.25,Drunk Offerman on Fargo is the best thing ever,
0.15,0.75,0.15,Im drunk person number 2 lol,
-0.5,0.9,0.5, yes v drunk on Lyfe,
-0.5,1,0.5, you have a diary youre so grown up AHHHH LETS GET DRUNK,
-0.1,1,0.1,Im not convinced keeping monkeys in a barrel to be opened when everyone is drunk is either humane or fun,
-0.5,1,0.5,Get drunk and listen to my music,
0,1,0,If Tom sends me any more drunk snapchats Im going to break his nose,
-0.5,1,0.5,I swear to drunk Im not god,
0.38,1,0.375,OffMilk lol stopped being bae long before you transferred ,
0.25,1,0.25, Youre never drunk but you just always have one I dunno why I picture you that way,
-0.5,0.92,0.5,Like for a drunk dm,
0,1,0,by the time my parents get home Im gonna be more drunk than them ,
-0.2,1,0.2,everybody got that one family member that gets drunk too early on thanksgiving,
0.05,0.55,0.05,pluck was drunk bucking lmao,
-0.4,0.8,0.4,  you and lyss for watching drunk history w me even though yall think it sucks ,
-0.65,1,0.65,I hate it when folk get drunk and reach for my approval,
0.03,1,0.033333333,I wanna get drunk on behalf of  winning the Cy young,
-0.08,0.61,0.083333333,I cant WAIT for this semester to be over with This week 2 more weeks then finals week and then get drunk until I cant remember shit ,
-0.45,0.75,0.45,When youre drunk as fuck ,
-0.5,1,0.5,If she dont call you when she drunk thats not bae,
-0.5,0.63,0.5,Yonce I dont gotta be drunk to offer you my banana ma,
-0.07,0.92,0.066666667,When I come home everyday I make sure to make alot of noise opening the door so that when I come home drunk my parents dont suspect a thing,
-0.5,1,0.5, let me kiss u till we get drunk ,
-0.5,0.4,0.5, maybe its just drunk drunkcompy,
-0.5,0.64,0.5,also after having drunk a bottle of wine i need all the help i can get when it comes to seeing,
-0.5,1,0.5,Charlie sheen been getting drunk passing that aide out,
-0.5,0.61,0.5,Ohmymgad who is she I get drunk on jelousy,
-0.45,0.75,0.45,drunk and fuck,
-0.38,1,0.375,If Im speaking English unrestrained that means Im either drunk of insanely mad,
-0.05,0.63,0.05,When the group chat is just filled with videos of how drunk I was on Friday ,
-0.5,0.78,0.5,Oops Im drunk,
-0.5,0.6,0.5, Darnit Just for that Ill get the promoter drunk and convince him to book Tracy Smothers for January,
-0.5,1,0.5,  Girl We Should Just Get Drunk ampnd Fck ,
-0.34,0.4,0.3375,Oh wait thats not true  we also get drunk  ,
-0.5,0.6,0.5,Lets go around the table and say what were thankful forTannerIm thankful for my friends who draw lots of dicks on me when Im drunk,
-0.07,0.4,0.066666667,Nick Swardsons stand up about being the sober driver trying to order fast food for your drunk friends reminds me of Hannah on Paiges bday,
-0.5,0.64,0.5,drunk in loOOooOve,
-0.63,1,0.625,Robert is always  claiming hes drunk and tweeting  Please  ,
-0.25,1,0.25,Thompson I plan to be drunk for the next 5 days ,
-0.5,1,0.5, Drunk Ovi was the funnest thing ever,
-0.5,0.65,0.5,I feel like getting drunk,
0,0.78,0,left me to attend a party and to run to your ex for how many days I dont know had sex with him no fucken doubt you probably did drunk,
0.09,1,0.085416667,Pandur that shii robbed me a week ago lmfao hard too we got super drunk lol  Shii boii ur ass needa be out here dmi that heat,
-0.5,1,0.5,vadisbaby oisin did you know that during a conversation with  and  which I was too drunk to remember,
-0.5,0.75,0.5, the drunk dudes i polled this weekend in miami agree butch or mario no one else,
0,0.66,0,Wine drunk is the best drunk,
-0.5,0.92,0.5,Kinda just want to get drunk on a Wednesday,
-0.25,1,0.25,If youre wondering what I did I left and got drunk and cuddled a dog,
-0.5,1,0.5,day drunk into the night,
0.15,1,0.15, yes it is i was drunk when my friend took that video of me lol,
-0.5,0.75,0.5,Hartley   Im gonna have to be drunk already before I try that,
-0.75,0.66,0.75,why do I miss dancing on statues doing flips on the street singing terrible karaoke drunk ass Angelica ,
-0.25,0.92,0.25,Jimmu Buffetts Margaritaville to be added to Grammy Hall of Fame Why Dont We Get Drunk And Screw will have to wait for such honors,
0.6,0.7,0.6, you didyou were drunkand you werent nice either,
-0.06,0.73,0.055555556,raise an eyebrow Bitch s staresbut you are witch can do your voodoo magic onto yourself to be less drunk in front of dickheads,
-0.2,1,0.2,Drunk af amp off the loud,
-0.4,0.53,0.404761905,Im so drunk right now its pathetic,
-0.27,0.6,0.272916667, At least Im so big its hard for me to get drunk,
-0.5,0.55,0.5, used to djed at the factory and  used to host  and  were drunk off the Henny ,
-0.27,0.75,0.266666667,bitches off xans are more annoying than drunk bitches,
-0.5,1,0.5,Oh god going through messages and noticed I had an angry drunk text convo w Lukes mom sryily,
-0.12,0.7,0.121212121,I Need Ah New Drinking Partner Im The Only One Dat B Drunk In The Squad,
-0.65,0.69,0.65,I hate waking up from a nap and feeling drunk,
-0.45,1,0.45,I WAS SO DRUNK I HAD TO GO HOME AT 1130 FUCK DIS,
-0.5,0.65,0.5, without you being drunk this time and spending 40 quid on daddys credit card u make my life,
0,1,0,woods yeah she a savage I like adora also,
-0.5,1,0.5,We go together like drunk and disorderly,
-0.25,1,0.25,fb I dont think ANYONE is drunk enough to want to hear me sing,
0.03,0.58,0.033333333,essieee hell no we i had to let you go when I found out I had 1 more fuck up left from getting put out ,
-0.25,0.47,0.25,when u drunk n realise u have leftover food from earlier ,
-0.5,0.66,0.5,drama is happenin and I too drunk to understand,
-0.5,1,0.5, Styles sounds drunk as hell after Louis part,
-0.5,0.7,0.5, committee had to be drunk when voting,
-0.04,1,0.041666667,Yunu drunk phoned me spoke in a Scottish accent for the entire conversation and then fell asleep mid sentence I am a lucky lady,
0,0,9.25E-18,If I was drunk me where would I put all my important stuffSober me has no idea ,
-0.33,1,0.333333333,  AMAs AMAsOnSnap Heres mine Totes written with less coffee drunk that I should have Ah well  ,
-0.04,0.7,0.041666667,  and yay for getting drunk quickly Living the dream,
-0.25,1,0.25,Let me go ahead and hydrate now because I already know Im getting drunk later,
-0.5,0.88,0.5, Cupcakee I miss drunk ops,
-0.5,0.83,0.5,Call your friends amp lets get drunk ,
0.13,1,0.133333333,Happy  TB to when I was an old drunk in NOISES OFF senior year ,
-0.37,1,0.366666667,Fuck this mall shit Im going home to get drunk and online shop,
-0.31,0.7,0.3125,DaddyJC animal captivity drunk driving in the US compared to other places standardized testing effects in school,
-0.17,1,0.17,fetishmodel is she drunk or fucking high,
-0.5,1,0.5,Wish i was gettin drunk on the beach in barcelona rnnnnn,
-0.25,0,0.25,I totally did not just go get drunk at a staff dinner on a Wednesday night instead of finishing an essay,
-0.17,0.6,0.17,When people who brag about being drunk ampamp high all the time,
0.06,0.64,0.0625,When a drunk person is speaking most of what they say is from the heart,
-0.5,0,0.5,Drunk driving a tank,
-0.33,0.88,0.333333333,Walk in that bitch half drunk,
-0.4,0.83,0.4,I have a secret savings account just to buy the pussy from Mz Twerksum,
-0.01,1,0.0125,3rd place in the pub quiz though Not bad for a first very drunk attempt,
0.13,0.8,0.132,Confession I cnt listen to Tys miracle without gettin emotional af And dnt let me be drunk or high its really tears sheared then lol,
-0.5,1,0.5,Drunk at airport now Oops,
-0.5,1,0.5,Im drunk  6 pm,
-0.28,0.63,0.28125,LETS  GET    DRUNK AND     TELL EACH        OTHER          EVERYTHING            WERE AFRAID               TO SAY SOBER,
-0.5,1,0.5,wtf be going on in Damarious head  drunk af,
-0.5,1,0.5,Im getting fucking drunk tonight,
-0.5,0,0.5,Well I was drunk the day my mom got out of prison,
-0.5,1,0.5, D  please tell me everyone is drunk,
-0.5,0.47,0.5,Yo Im drunk as hell ,
-0.57,0.55,0.566666667,Drunk afAs I sat  the bar I thought I could get laid tonight but then again I do have chicken fried chicken at homeI went home ,
-0.37,1,0.366666667,HIM You are drunk ME You are an ugly asshole and tomorrow I will be sober,
-0.5,1,0.5,Drunk nights at  ,
0.23,1,0.225,If I hit the lottery first thing Im doing is dming Mz Twerksum how much ,
0,0.68,0,Love drunk MTVStars 5 Seconds of Summer,
-0.5,1,0.5,When you watch a drunk guy rip a piece off of the bug deflector on the front of my carRedRowLifedrunkrage,
